sid,sname,date,punishment_amount,punishment_type,conductor,object
000422,ST宜化,2019-03-29,--,其他,中国证券监督管理委员会湖北监管局,公司股东代德明，一致行动人湖北恒信盈加投资合伙企业(有限合伙)
000422,ST宜化,2018-12-29,60.0000万元,罚款，行政处罚,兴义市环境保护局,公司子公司贵州宜化化工有限责任公司
000422,ST宜化,2017-06-03,75.6000万元,罚款，行政处罚,新疆昌吉回族自治州安全生产监督管理局,公司子公司新疆宜化化工有限公司，新疆宜化化工有限公司董事长胡智，新疆宜化化工有限公司总经理朱洪波
000422,ST宜化,2016-12-21,252.0000万元,罚款，行政处罚，责令整改,宜昌市环境保护局,本公司
000422,ST宜化,2015-10-10,10.0000万元,罚款，行政处罚，责令整改,宜昌市环境保护局,本公司
000426,兴业矿业,2021-02-03,629.7600万元,罚款，行政处罚,东乌珠穆沁旗自然资源局,公司子公司内蒙古兴业集团融冠矿业有限公司
000426,兴业矿业,2020-12-28,547.0500万元,罚款，行政处罚，其他,西乌珠穆沁旗自然资源局,公司子公司西乌珠穆沁旗银漫矿业有限责任公司
000426,兴业矿业,2019-12-03,854.2000万元,罚款，行政处罚,内蒙古自治区锡林郭勒盟应急管理局,本公司，公司子公司西乌珠穆沁旗银漫矿业有限责任公司，董事长吉兴业，总经理吉兴军，副总经理罗斌，企管部副部长兼安全环保部副部长姜凤武，银漫矿业副总经理高圣成，副总经理兼党支部书记兼工会主席吴凤良，设备动力处处长王鹏飞，生产处处长冯承奎
000426,兴业矿业,2019-09-11,3.0000万元,罚款，行政处罚,锡林郭勒盟应急管理局,公司子公司内蒙古兴业集团锡林矿业有限公司
000426,兴业矿业,2019-09-11,52.3608万元,罚款，行政处罚,东乌珠穆沁旗林业和草原局,公司子公司内蒙古兴业集团锡林矿业有限公司
000426,兴业矿业,2019-08-28,--,公开谴责,深圳证券交易所,本公司，董事长吉兴业，董事、总经理吉兴军，董事、常务副总经理、财务总监董永
000426,兴业矿业,2018-05-29,22.8200万元,罚款，行政处罚,正镶白旗环境保护局,公司子公司正镶白旗乾金达矿业有限公司
000426,兴业矿业,2012-03-28,--,通报批评,深圳证券交易所,内蒙古兴业矿业股份有限公司，景树森，寇显强，李春晓，刘富军，史淑琴，宿颖波，张春水，张旭东
000430,张家界,2007-07-02,10.0000万元,罚款，警告，行政处罚,中国证券监督管理委员会,于立群，李旭分，侯军，卜炎贵，赵邵安，周卫国，段军，李巨龙，胡尼勇，周芳坤，夏育林，朱为
000430,张家界,2005-01-13,--,公开谴责,深圳证券交易所,张家界旅游开发股份有限公司，于立群，李旭予
000430,张家界,2001-08-25,--,罚款，警告，行政处罚,中国证券监督管理委员会,张家界旅游开发股份有限公司，肖碧文、戴利旗、张逸龙
000488,晨鸣纸业,2019-01-07,--,其他,中国证券监督管理委员会山东监管局,本公司，董事长陈洪国
000498,山东路桥,2010-02-09,30.0000万元,行政处罚，罚款,中国证券监督管理委员会,丹东化学纤维股份有限公司，梁健，林熹，姚琳，王卫岗，官强，高宏，赵向东，孙凯捷，王福成，郑挺，邱在贵，于敏
000498,山东路桥,2008-01-29,--,公开谴责,深圳证券交易所,丹东化学纤维股份有限公司，公司部分董事
000501,鄂武商A,2019-09-27,--,其他,中国证券监督管理委员会湖北监管局,公司股东武汉武商集团股份有限公司—第一期员工持股计划管理委员会主任刘晓蓓
000502,绿景控股,2017-04-29,--,警告,中国证券监督管理委员会广东监管局,本公司，控股董事长余斌，董事会秘书王斌
000502,绿景控股,1999-12-14,--,警告，行政处罚,中国证券监督管理委员会,海南新能源股份有限公司
000503,国新健康,2013-01-30,--,通报批评,深圳证券交易所,海虹企业(控股)股份有限公司，贾岩燕，康健，上官永强
000504,ST生物,2016-02-05,40.0000万元,罚款，警告，行政处罚,中国证券监督管理委员会,利安达会计师事务所(特殊普通合伙)，汪应华，雷波涛
000504,ST生物,2015-09-24,95.0000万元,罚款，警告，行政处罚,中国证券监督管理委员会,本公司，时任公司董事姜玉，董事黄志刚，董事陆小平，董事韩志博，董事刘芳，时任董事长周江军，总经理董立冬，财务总监刘毅，董事会秘书瞿佳
000504,ST生物,2014-02-20,--,责令改正,中国证券监督管理委员会北京监管局,本公司
000504,ST生物,2014-02-11,--,公开谴责，通报批评,深圳证券交易所,本公司，董事长周江军，副董事长姜玉，董事黄志刚，董事陆小平，董事韩志博，董事刘芳，总经理董立冬，董事会秘书瞿佳，财务总监刘毅
000504,ST生物,2001-03-27,--,通报批评,中国证券监督管理委员会,北京港澳实业股份有限公司
000505,京粮控股,2016-12-07,--,通报批评,深圳证券交易所,本公司，时任公司董事长兼总经理郑清，时任公司董事会秘书俞翠红予
000505,京粮控股,2014-09-02,--,通报批评,深圳证券交易所,本公司，董事长兼总经理郑清，时任财务总监陈秉联，董事会秘书俞翠红
000506,中润资源,2020-12-12,--,其他,中国证券监督管理委员会山东监管局,本公司
000506,中润资源,2019-01-05,--,其他,中国证券监督管理委员会山东监管局,本公司，公司时任公司董事长李明吉，财务总监石鹏，董事会秘书贺明
000506,中润资源,2018-11-05,--,通报批评,深圳证券交易所,本公司，现任副董事长李明吉，时任代财务总监李晓芹，董事、总经理李振川
000507,珠海港,2010-09-01,11.8200万元,罚款，行政处罚,中国证券监督管理委员会,李际滨，黄文峰
000509,*ST华塑,2018-11-21,--,通报批评,深圳证券交易所,本公司控股股东西藏麦田创业投资有限公司，本公司实际控制人李雪峰和张子若
000509,*ST华塑,2018-11-21,--,通报批评,深圳证券交易所,本公司
000509,*ST华塑,2018-08-30,--,其他,中国证券监督管理委员会四川监管局,公司控股股东西藏麦田创业投资有限公司
000509,*ST华塑,2014-08-30,86.0000万元,罚款，警告，行政处罚,中国证券监督管理委员会,本公司，时任董事、总经理王苏，时任董事长邢乐成，副董事长李建生，董事刘永华、贾立兴，董事、副总经理陈志，独立董事王友亭、柴磊、韩复龄，财务总监戴飞
000509,*ST华塑,2013-08-16,--,通报批评,深圳证券交易所,本公司，董事长邢乐成，董事兼总经理王苏，副总经理兼财务总监戴飞
000509,*ST华塑,2013-01-05,--,责令改正,中国证券监督管理委员会四川监管局,本公司
000509,*ST华塑,2005-06-21,60.0000万元,行政处罚，罚款,中国证券监督管理委员会,四川天歌科技集团股份有限公司，邹昌浩，李长征，贺东东、史笃应、李兴虎、钱舜尧、韩本飞，李传文、江来富、李建生、覃城、屈波、彭跃平、杨建、倪进凯、刘壮成、王之钧、卢庚保、李旭东、冷海涛、李光浩，佘旭、干福熹
000509,*ST华塑,2003-04-19,--,公开谴责,深圳证券交易所,四川天歌科技集团股份有限公司，邹昌浩，韩本飞，李长征，史笃应，钱舜尧，杨建
000509,*ST华塑,2002-09-11,--,公开谴责,深圳证券交易所,四川天歌科技集团股份有限公司
000510,新金路,2020-01-11,--,其他,中国证券监督管理委员会四川监管局,本公司
000510,新金路,2018-09-18,--,通报批评，其他,深圳证券交易所,公司股东刘江东，公司股东张贵林
000510,新金路,2017-09-27,1021.4000万元,罚款，责令改正，行政处罚,国家发展和改革委员会,公司子公司四川省金路树脂有限公司
000510,新金路,2017-09-13,60.0000万元,罚款，警告，责令改正，行政处罚,中国证券监督管理委员会四川监管局,公司大股东、实际控制人刘江东
000510,新金路,2016-10-10,70.0000万元,罚款，行政处罚,德阳市安全生产监督管理局,公司子公司四川省金路树脂有限公司
000510,新金路,2001-11-20,100.0000万元,行政处罚，罚款,中国证券监督管理委员会,四川金路集团股份有限公司，吴世金、叶定邦、扬雪金、陈谦益、林玉兴、宋建川，四川德阳会计师事务，张俊儒、张长根
000511,烯碳退,2017-12-27,181.0000万元,罚款，警告，责令改正，行政处罚,中国证券监督管理委员会,本公司，时任董事、总裁范志明，时任财务总监熊帅辉，董事王大明，时任财务经理刘俊逸，时任董事会秘书、执行副总裁孙家庆，董事刘成文，张小猛，董事王利群，董事朱宝库，董事申屠宝卿，董事叶少琴，监事罗阳，监事尚朝伟，监事戴囡
000511,烯碳退,2017-10-11,--,公开谴责，通报批评,深圳证券交易所,本公司，本公司董事长王大明，监事罗阳等
000511,烯碳退,2017-05-27,--,公开谴责，通报批评,深圳证券交易所,本公司，公司代董事长兼董事兼执行副总裁王利群，公司董事兼总裁范志明，公司董事刘成文，公司董事兼常务副总裁张小猛，公司财务总监李寿兵，公司独立董事申屠宝卿，朱宝库，公司监事罗阳，尚朝伟，公司独立董事叶少琴，公司监事戴囡，公司执行副总裁兼董事会秘书孙家庆
000511,烯碳退,2017-02-15,--,公开谴责，通报批评,深圳证券交易所,本公司，时任董事长、董事王大明，时任董事、总裁范志明，时任财务总监熊帄辉，时任董事刘成文，时任董事王利群，时任独立董事申屠宝卿，时任独立董事叶少琴，时任独立董事朱宝库，时任监事罗阳，时任监事尚朝伟，时任监事戴囡，时任执行副总裁、董事会秘书孙家庆
000511,烯碳退,2016-09-26,--,通报批评,深圳证券交易所,本公司，时任董事长王大明，时任董事兼总裁范志明，时任董事王利群，时任财务总监熊帄辉
000511,烯碳退,2016-07-19,--,警告，责令改正,中国证券监督管理委员会辽宁监管局,本公司
000513,丽珠集团,2015-07-27,30.0000万元,罚款,中国证券监督管理委员会,时任公司董事会秘书李如才，时任中信证券医药行业首席分析师张明芳
000514,渝开发,2012-09-07,--,通报批评,深圳证券交易所,粟志光，夏康，罗宇星，安传礼，徐小钦，章新蓉，李嘉明，夏光明，重庆渝开发股份有限公司
000514,渝开发,2003-09-26,40.0000万元,行政处罚，罚款,中国证券监督管理委员会,重庆渝开发股份有限公司，官忠富，叶瑞进，刘景元，王培林，许永光，张玉昌，敬相海，华渝生，吴小玲
000517,荣安地产,2005-12-30,--,公开谴责,深圳证券交易所,成功信息产业(集团)股份有限公司，陈新、刘铁华、唐明、郑德海、李野
000518,四环生物,2021-04-07,--,公开谴责，通报批评,深圳证券交易所,本公司，公司实际控制人陆克平，公司实际控制人的一致行动人赵红，公司实际控制人的一致行动人华樱，公司实际控制人的一致行动人倪利锋，公司实际控制人的一致行动人何斌，公司时任董事长孙国建，公司时任董事朱正洪，公司时任董事程度胜，公司时任董事江永红，公司财务总监徐海珍，公司时任财务总监徐殷，公司董事会秘书周扬
000518,四环生物,2020-04-27,3240.0000万元,罚款，警告，市场禁入，责令改正，行政处罚,中国证券监督管理委员会,本公司，陆克平，时任公司董事长孙国建，时任公司董事程度胜，时任公司董事江永红，时任公司董事朱正洪，时任公司董事会秘书周扬，时任公司财务总监徐殷，时任公司财务总监徐海珍，赵红，华樱，倪利锋，何斌
